transaction_id,account_id,amount
TRX_100250,ACC_008,116.6310179724414
TRX_100251,ACC_008,129.85418009338397
TRX_100252,ACC_007,225.80455490541613
TRX_100253,ACC_002,21.053803968478583
TRX_100254,ACC_012,177.516770798925
TRX_100255,ACC_017,12093.597451459675
TRX_100256,ACC_014,674.473035312439
TRX_100257,ACC_019,2.885394793798735
TRX_100258,ACC_004,124.07576244666994
TRX_100259,ACC_003,23.35388028369406
TRX_100260,ACC_015,4581.083474934209
TRX_100261,ACC_018,3.4780737413144713
TRX_100262,ACC_004,
TRX_100263,ACC_013,140.5390882694801
TRX_100264,ACC_017,541.522356365889
TRX_100265,ACC_011,127.41941413259055
TRX_100266,ACC_001,242.43079524153956
TRX_100267,ACC_004,122.95923623090141
TRX_100268,ACC_008,
TRX_100269,ACC_013,194.26047984250502
TRX_100270,ACC_002,37.57706380387497
TRX_100271,ACC_011,247.13905842907286
TRX_100272,ACC_008,349.35071680949005
TRX_100273,ACC_011,162.42646844257337
TRX_100274,ACC_013,522.2710113177191
TRX_100275,ACC_019,20.50461132936235
TRX_100276,ACC_013,186.98208915011827
TRX_100277,ACC_013,304.70986141605323
TRX_100278,ACC_017,4285.544900547479
TRX_100279,ACC_013,247.69013986737923
TRX_100280,ACC_011,96.11981125507378
TRX_100281,ACC_017,8285.317483527871
TRX_100282,ACC_015,138.8335295643939
TRX_100283,ACC_007,239.07904607485287
TRX_100284,ACC_011,169.8682319232379
TRX_100285,ACC_008,178.55178076108095
TRX_100286,ACC_003,200.9795313383433
TRX_100287,ACC_012,464.5214189680339
TRX_100288,ACC_016,285.5584002575641
TRX_100289,ACC_016,337.7455650549256
TRX_100290,ACC_008,104.42237125417573
TRX_100291,ACC_011,220.26145157520097
TRX_100292,ACC_003,152.5009231875972
TRX_100293,ACC_009,53.270842574534186
TRX_100294,ACC_015,10472.047828876786
TRX_100295,ACC_003,110.61111713583162
TRX_100296,ACC_012,228.70478242934058
TRX_100297,ACC_020,9.615051902006439
TRX_100298,ACC_018,11.602660293560977
TRX_100299,ACC_016,7003.225605355631
TRX_100300,ACC_012,57.08285592203514
TRX_100301,ACC_009,275.74464938920914
TRX_100302,ACC_017,417.6457565001389
TRX_100303,ACC_016,13494.155620163934
TRX_100304,ACC_012,238.4964363488262
TRX_100305,ACC_009,230.9142335090129
TRX_100306,ACC_008,68.36216447809579
TRX_100307,ACC_008,570.1831713400304
TRX_100308,ACC_019,10.345041452233746
TRX_100309,ACC_001,121.73418680161228
TRX_100310,ACC_017,105.60711519250457
TRX_100311,ACC_006,
TRX_100312,ACC_016,6120.33292694554
TRX_100313,ACC_016,2969.70264111071
TRX_100314,ACC_014,315.74763426619336
TRX_100315,ACC_008,248.657225856297
TRX_100316,ACC_016,745.5260871236346
TRX_100317,ACC_016,624.8863019621789
TRX_100318,ACC_007,265.7007125074925
TRX_100319,ACC_017,861.3219360203456
TRX_100320,ACC_017,398.2531261821565
TRX_100321,ACC_003,65.8130843629458
TRX_100322,ACC_003,107.24769677174204
TRX_100323,ACC_003,171.62119421076736
TRX_100324,ACC_013,182.64785626208
TRX_100325,ACC_007,350.9254849146388
TRX_100326,ACC_015,229.16381523407253
TRX_100327,ACC_019,60.52928975267216
TRX_100328,ACC_004,156.19783713133236
TRX_100329,ACC_004,122.98391200426772
TRX_100330,ACC_003,76.28613370750242
TRX_100331,ACC_005,45.36321168185725
TRX_100332,ACC_008,485.1551151831911
TRX_100333,ACC_002,36.40935148474144
TRX_100334,ACC_015,113.77981659885215
TRX_100335,ACC_004,149.29752407727668
TRX_100336,ACC_011,77.38478762295743
TRX_100337,ACC_001,32.537574598279335
TRX_100338,ACC_013,85.96642060957387
TRX_100339,ACC_010,86.5326046408944
TRX_100340,ACC_009,35.65770141306972
TRX_100341,ACC_016,4104.8541561116745
TRX_100342,ACC_015,665.5198451418016
TRX_100343,ACC_016,6673.947200148646
TRX_100344,ACC_002,128.49790128378746
TRX_100345,ACC_003,114.95917031506112
TRX_100346,ACC_015,288.82775331366776
TRX_100347,ACC_011,75.80009139790246
TRX_100348,ACC_019,108.4663584306368
TRX_100349,ACC_008,15.964320054479684
TRX_100350,ACC_014,906.3460305669391
TRX_100351,ACC_016,133.26502560277154
TRX_100352,ACC_006,240.8026648755986
TRX_100353,ACC_002,153.73898566907528
TRX_100354,ACC_017,5713.099260273653
TRX_100355,ACC_016,286.6388508111046
TRX_100356,ACC_009,283.7717851946509
TRX_100357,ACC_002,33.09461752320704
TRX_100358,ACC_018,45.75090170802878
TRX_100359,ACC_009,318.067215860978
TRX_100360,ACC_006,372.2160436944249
TRX_100361,ACC_015,
TRX_100362,ACC_014,145.30677936741864
TRX_100363,ACC_007,168.68601413283412
TRX_100364,ACC_013,35.83601671998257
TRX_100365,ACC_010,130.47124487465356
TRX_100366,ACC_014,92.67697614299907
TRX_100367,ACC_016,23077.42464546656
TRX_100368,ACC_012,178.50474866012794
TRX_100369,ACC_011,55.94203633273399
TRX_100370,ACC_016,286.3782898273375
TRX_100371,ACC_015,18534.387068697502
TRX_100372,ACC_017,5406.416617059345
TRX_100373,ACC_005,42.88987371263515
TRX_100374,ACC_012,
TRX_100375,ACC_015,334.9904571321392
TRX_100376,ACC_007,70.24326117907187
TRX_100377,ACC_015,372.61004274202753
TRX_100378,ACC_019,49.195761523060774
TRX_100379,ACC_008,67.90613841131888
TRX_100380,ACC_005,175.66348089973343
TRX_100381,ACC_009,63.89911735659519
TRX_100382,ACC_015,354.34942992491045
TRX_100383,ACC_003,229.45736668821252
TRX_100384,ACC_016,465.649747426642
TRX_100385,ACC_003,156.51850232518441
TRX_100386,ACC_005,351.39753498099697
TRX_100387,ACC_011,104.55760858160188
TRX_100388,ACC_002,44.997490349248345
TRX_100389,ACC_002,41.54065258206733
TRX_100390,ACC_007,21.597240150830945
TRX_100391,ACC_016,406.50151296771327
TRX_100392,ACC_004,133.79667107299213
TRX_100393,ACC_011,366.17290622046903
TRX_100394,ACC_015,53.837228384814296
TRX_100395,ACC_008,233.8096292671263
TRX_100396,ACC_006,616.8433263463083
TRX_100397,ACC_006,489.2683062563243
TRX_100398,ACC_012,226.82541596035807
TRX_100399,ACC_018,35.13596275404774
TRX_100400,ACC_010,152.71587086308796
TRX_100401,ACC_012,75.08888834219549
TRX_100402,ACC_014,106.80463209305067
TRX_100403,ACC_018,55.36112976185915
TRX_100404,ACC_006,43.01363857200045
TRX_100405,ACC_015,6564.1896564184235
TRX_100406,ACC_007,730.6611410757602
TRX_100407,ACC_005,53.55001029177513
TRX_100408,ACC_016,135.05563051671547
TRX_100409,ACC_003,218.4148332218126
TRX_100410,ACC_012,421.1074834746507
TRX_100411,ACC_002,439.097724828
TRX_100412,ACC_017,524.018224314534
TRX_100413,ACC_005,276.56823218088107
TRX_100414,ACC_001,182.67452140236796
TRX_100415,ACC_014,206.5193625725263
TRX_100416,ACC_002,152.18109719561835
TRX_100417,ACC_009,153.1045133401768
TRX_100418,ACC_012,157.9426120239055
TRX_100419,ACC_002,279.01741546655103
TRX_100420,ACC_002,114.15961866209653
TRX_100421,ACC_003,47.10989965839795
TRX_100422,ACC_002,205.24288631722163
TRX_100423,ACC_009,52.919139315300924
TRX_100424,ACC_016,202.89820670884836
TRX_100425,ACC_004,50.342813519653554
TRX_100426,ACC_013,261.2625431229369
TRX_100427,ACC_007,307.4749414980207
TRX_100428,ACC_003,269.62325213826375
TRX_100429,ACC_014,119.53390970192001
TRX_100430,ACC_014,57.14059838559885
TRX_100431,ACC_005,105.62531319109236
TRX_100432,ACC_005,222.53791028031048
TRX_100433,ACC_005,68.45122779466169
TRX_100434,ACC_004,162.70428173062265
TRX_100435,ACC_014,115.73925361436737
TRX_100436,ACC_009,76.54774486548787
TRX_100437,ACC_016,309.3263055739558
TRX_100438,ACC_001,194.85744573859972
TRX_100439,ACC_001,155.5198479570766
TRX_100440,ACC_011,316.1523642057774
TRX_100441,ACC_001,170.83262077387405
TRX_100442,ACC_015,3048.331693722068
TRX_100443,ACC_007,123.81264414677948
TRX_100444,ACC_005,191.66375612215137
TRX_100445,ACC_014,62.72975500503954
TRX_100446,ACC_016,922.4211494201076
TRX_100447,ACC_020,45.76461355517033
TRX_100448,ACC_009,51.61926495982498
TRX_100449,ACC_014,109.85072276034924
TRX_100450,ACC_020,
TRX_100451,ACC_018,4.013950976886961
TRX_100452,ACC_002,434.0619531305439
TRX_100453,ACC_016,785.3628279926152
TRX_100454,ACC_017,206.59470177951394
TRX_100455,ACC_004,84.96889039265656
TRX_100456,ACC_003,209.5860029813538
TRX_100457,ACC_017,443.57409031875324
TRX_100458,ACC_005,136.57823039232906
TRX_100459,ACC_017,16527.218948471284
TRX_100460,ACC_006,223.77435337825355
TRX_100461,ACC_003,95.92623709511827
TRX_100462,ACC_006,674.968845542811
TRX_100463,ACC_003,347.624659259258
TRX_100464,ACC_012,394.7768154201965
TRX_100465,ACC_008,269.55497804629846
TRX_100466,ACC_015,118.23140799252359
TRX_100467,ACC_005,98.67765264313788
TRX_100468,ACC_011,
TRX_100469,ACC_010,441.71354331746267
TRX_100470,ACC_001,287.8580071280878
TRX_100471,ACC_016,536.3532385365003
TRX_100472,ACC_013,376.92719115203016
TRX_100473,ACC_006,260.03814698320986
TRX_100474,ACC_005,118.50334365563195
TRX_100475,ACC_015,1959.3069829639383
TRX_100476,ACC_007,137.08661079173575
TRX_100477,ACC_003,181.38689032320053
TRX_100478,ACC_015,102.86563464222277
TRX_100479,ACC_018,46.62221989420793
TRX_100480,ACC_013,221.61253279768528
TRX_100481,ACC_007,97.09335595574863
TRX_100482,ACC_017,
TRX_100483,ACC_017,379.1468401059322
TRX_100484,ACC_017,821.3357407072822
TRX_100485,ACC_013,455.82947503753246
TRX_100486,ACC_006,185.52465673210426
TRX_100487,ACC_016,935.9527475027589
TRX_100488,ACC_005,83.2923586109796
TRX_100489,ACC_014,163.13968360481198
TRX_100490,ACC_016,
TRX_100491,ACC_009,
TRX_100492,ACC_012,380.5406674149642
TRX_100493,ACC_007,216.82960788781367
TRX_100494,ACC_006,139.7197750215134
TRX_100495,ACC_016,5737.317304232289
TRX_100496,ACC_015,131.4240574228304
TRX_100497,ACC_016,300.96359857902047
TRX_100498,ACC_012,178.1971923652732
TRX_100499,ACC_005,60.48647238983328
TRX_100500,ACC_009,251.1147225101803
TRX_100501,ACC_018,3.634393307268605
TRX_100502,ACC_004,81.38677335721688
TRX_100503,ACC_008,146.3569957099526
TRX_100504,ACC_016,644.8534291811452
TRX_100505,ACC_002,195.24802520790178
TRX_100506,ACC_002,59.57849176369997
TRX_100507,ACC_017,398.22903894305864
TRX_100508,ACC_008,130.58851914180008
TRX_100509,ACC_015,123.06195565720527
TRX_100510,ACC_004,
TRX_100511,ACC_016,715.0512671859815
TRX_100512,ACC_016,7654.974316025151
TRX_100513,ACC_012,467.23455278868363
TRX_100514,ACC_006,82.97848810612724
TRX_100515,ACC_005,181.72165593327568
TRX_100516,ACC_015,62.10725857722365
TRX_100517,ACC_014,53.62288490368877
TRX_100518,ACC_017,273.49655046050725
TRX_100519,ACC_017,158.40040382835187
TRX_100520,ACC_004,108.55984761096329
TRX_100521,ACC_020,64.2181632102682
TRX_100522,ACC_016,96.02011286241279
TRX_100523,ACC_019,16.73173594050676
TRX_100524,ACC_011,161.42747612683445
TRX_100525,ACC_004,253.25483225936628
TRX_100526,ACC_015,318.5461606735404
TRX_100527,ACC_016,101.35193435604225
TRX_100528,ACC_005,361.384135942128
TRX_100529,ACC_016,8663.494318882385
TRX_100530,ACC_004,80.05216842997338
TRX_100531,ACC_016,428.9383059689543
TRX_100532,ACC_017,580.9867301867623
TRX_100533,ACC_013,56.088953459665845
TRX_100534,ACC_007,371.8211123980046
TRX_100535,ACC_001,109.19374288940051
TRX_100536,ACC_009,288.5458907888629
TRX_100537,ACC_005,242.20463530267367
TRX_100538,ACC_017,286.4132657619891
TRX_100539,ACC_006,269.44690461350234
TRX_100540,ACC_006,551.9327049000129
TRX_100541,ACC_014,
TRX_100542,ACC_009,158.60926243353083
TRX_100543,ACC_006,276.05832441636164
TRX_100544,ACC_016,174.79543822016717
TRX_100545,ACC_019,38.91237156494049
TRX_100546,ACC_007,642.4163301895602
TRX_100547,ACC_005,245.21871025545167
TRX_100548,ACC_014,177.99604798095797
TRX_100549,ACC_015,153.65993450398562
TRX_100550,ACC_017,11267.051585484665
TRX_100551,ACC_013,499.4062706404126
TRX_100552,ACC_012,175.87492511481182
TRX_100553,ACC_017,549.2445342472773
TRX_100554,ACC_009,326.9251489508964
TRX_100555,ACC_013,240.08846041055594
TRX_100556,ACC_006,438.5832217030014
TRX_100557,ACC_015,187.8409148323738
TRX_100558,ACC_009,67.01250225849034
TRX_100559,ACC_006,289.5408236563935
TRX_100560,ACC_019,9.50586150143613
TRX_100561,ACC_009,671.8490320734853
TRX_100562,ACC_001,180.8712331646861
TRX_100563,ACC_011,117.16034731138598
TRX_100564,ACC_001,92.30465612998067
TRX_100565,ACC_013,737.158482288303
TRX_100566,ACC_015,3198.540772118143
TRX_100567,ACC_010,9.463880508082145
TRX_100568,ACC_006,41.259370798682816
TRX_100569,ACC_005,302.1920018644453
TRX_100570,ACC_017,154.3242015319852
TRX_100571,ACC_017,427.4178499089916
TRX_100572,ACC_015,233.48824515542898
TRX_100573,ACC_013,272.17502917078843
TRX_100574,ACC_017,340.3918994282293
TRX_100575,ACC_002,347.82257584860986
TRX_100576,ACC_012,255.4312788695706
TRX_100577,ACC_016,540.3269039363042
TRX_100578,ACC_003,82.24743547249564
TRX_100579,ACC_002,130.72150420585328
TRX_100580,ACC_015,
TRX_100581,ACC_001,211.02354180895006
TRX_100582,ACC_010,552.2349805617407
TRX_100583,ACC_017,583.9298517462482
TRX_100584,ACC_002,77.98824871399131
TRX_100585,ACC_009,332.08734558318855
TRX_100586,ACC_017,141.3236526841645
TRX_100587,ACC_017,437.289582799714
TRX_100588,ACC_015,41.261356792037716
TRX_100589,ACC_007,70.59183878539072
TRX_100590,ACC_012,117.0731630511126
TRX_100591,ACC_011,30.11435589661895
TRX_100592,ACC_002,82.77540419812745
TRX_100593,ACC_006,549.499977694486
TRX_100594,ACC_008,113.8450052831653
TRX_100595,ACC_013,116.4388355750603
TRX_100596,ACC_010,152.91280081413615
TRX_100597,ACC_013,25.41677719961643
TRX_100598,ACC_010,124.91020122884726
TRX_100599,ACC_006,368.62219498629
TRX_100600,ACC_014,219.0866761817995
TRX_100601,ACC_006,55.16433333484494
TRX_100602,ACC_006,185.8100109715938
TRX_100603,ACC_017,2226.9206104463537
TRX_100604,ACC_012,77.42665149872245
TRX_100605,ACC_017,7261.301377014162
TRX_100606,ACC_017,83.76153584490821
TRX_100607,ACC_006,569.558669996872
TRX_100608,ACC_012,358.68307244733296
TRX_100609,ACC_016,
TRX_100610,ACC_011,234.63031671877474
TRX_100611,ACC_008,260.4785869671771
TRX_100612,ACC_003,123.3590455808162
TRX_100613,ACC_004,201.8421924323817
TRX_100614,ACC_001,341.4369832406848
TRX_100615,ACC_011,15.043301807561402
TRX_100616,ACC_016,1482.8362505617138
TRX_100617,ACC_004,153.2737138311497
TRX_100618,ACC_013,418.3248537833074
TRX_100619,ACC_017,91.5320220126545
TRX_100620,ACC_007,79.25995103043664
TRX_100621,ACC_013,655.2646371395264
TRX_100622,ACC_015,8168.873960909707
TRX_100623,ACC_020,139.83962438666646
TRX_100624,ACC_010,106.64117882600897
TRX_100625,ACC_015,10623.148848076173
TRX_100626,ACC_008,273.8325286200388
TRX_100627,ACC_016,556.0057367807498
TRX_100628,ACC_016,47.89652290022272
TRX_100629,ACC_012,32.262874474893984
TRX_100630,ACC_013,170.59474227045635
TRX_100631,ACC_007,258.2310478559907
TRX_100632,ACC_006,33.35493160273106
TRX_100633,ACC_008,86.31799545865093
TRX_100634,ACC_007,133.24801095967328
TRX_100635,ACC_009,262.5337101569355
TRX_100636,ACC_003,411.267018418674
TRX_100637,ACC_017,72.55042831582676
TRX_100638,ACC_016,292.8378841157102
TRX_100639,ACC_017,166.36899969558232
TRX_100640,ACC_007,92.03951601400922
TRX_100641,ACC_016,689.0048147730186
TRX_100642,ACC_009,166.69340006188017
TRX_100643,ACC_006,165.46888126179493
TRX_100644,ACC_008,78.59088217992515
TRX_100645,ACC_003,358.3022103291042
TRX_100646,ACC_016,220.3506744818552
TRX_100647,ACC_018,3.69971622921996
TRX_100648,ACC_013,320.84855093132603
TRX_100649,ACC_008,79.85283706084213
TRX_100650,ACC_015,338.2104489107056
TRX_100651,ACC_020,86.46262987499432
TRX_100652,ACC_004,259.4713553757843
TRX_100653,ACC_007,375.4044537741217
TRX_100654,ACC_002,390.4221335820429
TRX_100655,ACC_015,393.13361244454563
TRX_100656,ACC_015,4313.943653535457
TRX_100657,ACC_013,612.5135899237663
TRX_100658,ACC_008,391.30911659596615
TRX_100659,ACC_005,294.6436154513816
TRX_100660,ACC_001,127.74006457927744
TRX_100661,ACC_006,257.29527086149113
TRX_100662,ACC_005,62.346503756202964
TRX_100663,ACC_015,435.90225908218787
TRX_100664,ACC_006,712.4457925683398
TRX_100665,ACC_004,289.86445731150053
TRX_100666,ACC_001,343.04622409790215
TRX_100667,ACC_010,89.62830738759058
TRX_100668,ACC_010,269.4980404273834
TRX_100669,ACC_005,255.3390005769387
TRX_100670,ACC_017,78.63017258816555
TRX_100671,ACC_007,
TRX_100672,ACC_011,219.3300925956074
TRX_100673,ACC_011,364.28126983462437
