Invoice ID,Branch,Date,Sales,log_Sales,zscore_log_Sales,was_outlier,Sales_silver,is_treated
280-35-5823,Cairo,1/17/2019,91.056,4.522397087521157,-0.9894650812862598,0,91.056,0
554-53-8700,Giza,2/2/2019,117.831,4.777702315649846,-0.7116747905763089,0,117.831,0
354-25-5821,Cairo,2/8/2019,435.456,6.07868756836605,0.7038899207707898,0,435.456,0
228-96-1411,Giza,3/4/2019,829.08,6.721522081688025,1.4033397034602755,0,829.08,0
617-15-4209,Giza,3/16/2019,32.277,3.5048664676590033,-2.096610942613105,0,32.277,0
132-32-9879,Cairo,3/9/2019,394.632,5.980484486264819,0.5970379658560111,0,394.632,0
370-41-7321,Cairo,2/27/2019,535.7205,6.285477474838638,0.928892082520288,0,535.7205,0
727-46-3608,Cairo,2/6/2019,189.0945,5.247521316934862,-0.2004782204761545,0,189.0945,0
669-54-1719,Cairo,2/10/2019,119.259,4.789647750260037,-0.6986773060463451,0,119.259,0
574-22-5561,Giza,3/19/2019,867.615,6.766899989120389,1.452714102056969,0,867.615,0
326-78-5178,Giza,2/3/2019,671.79,6.511433245290252,1.174748070748253,0,671.79,0
162-48-8011,Alex,2/10/2019,234.0975,5.460000321716622,0.030714085849567134,0,234.0975,0
616-24-2851,Cairo,3/22/2019,75.054,4.331443614297803,-1.1972360745698463,0,75.054,0
778-71-5554,Giza,1/25/2019,16.2015,2.844996589319223,-2.814596417012989,1,19.188435,1
242-55-6721,Cairo,3/7/2019,33.936,3.55351781618326,-2.0436748067217865,0,33.936,0
399-46-5918,Giza,2/28/2019,722.232,6.583730055886673,1.2534121552254371,0,722.232,0
106-35-6779,Alex,3/27/2019,93.114,4.544506813420856,-0.9654081231494729,0,93.114,0
635-40-6220,Alex,2/7/2019,752.64,6.6249148004098,1.2982240936167955,0,752.64,0
817-48-8732,Alex,1/20/2019,759.675,6.634206196996269,1.3083337955519065,0,759.675,0
120-06-4233,Giza,3/12/2019,192.843,5.267048553070307,-0.17923119532674098,0,192.843,0
285-68-5083,Giza,2/15/2019,77.931,4.368574053094001,-1.1568355098693663,0,77.931,0
803-83-5989,Giza,2/24/2019,351.099,5.86391238605473,0.47019920958225664,0,351.099,0
347-34-2234,Cairo,2/3/2019,520.4115,6.25653955725924,0.8974055650061631,0,520.4115,0
199-75-8169,Alex,3/6/2019,166.005,5.118023752088319,-0.34138080382168395,0,166.005,0
853-23-2453,Cairo,2/14/2019,318.108,5.76552960348075,0.3631517277410147,0,318.108,0
877-22-3308,Alex,3/13/2019,166.635,5.1217889967948445,-0.3372839491301981,0,166.635,0
838-78-4295,Giza,2/10/2019,70.287,4.266713982605702,-1.2676665288817068,0,70.287,0
109-28-2512,Cairo,1/7/2019,614.943,6.423154426784595,1.0786944221960322,0,614.943,0
232-11-3025,Alex,1/24/2019,827.085,6.719115806121221,1.4007215040832783,0,827.085,0
382-03-4532,Alex,2/2/2019,19.2465,3.0079819391079066,-2.6372567360706163,0,19.2465,0
393-65-2792,Giza,1/6/2019,939.54,6.846454178405533,1.5392747319770708,0,939.54,0
796-12-2025,Giza,2/11/2019,652.26,6.481975212358564,1.1426956306481535,0,652.26,0
510-95-6347,Cairo,3/5/2019,152.838,5.035900100675996,-0.43073719173118863,0,152.838,0
841-35-6630,Giza,3/9/2019,478.233,6.172186909204794,0.8056238698291754,0,478.233,0
287-21-9091,Alex,1/22/2019,705.6315,6.560509313608729,1.228146332056945,0,705.6315,0
732-94-0499,Giza,1/13/2019,437.325,6.082960644356192,0.708539332105716,0,437.325,0
263-10-3913,Giza,1/9/2019,463.428,6.140806540857186,0.771479791739739,0,463.428,0
381-20-0914,Alex,1/12/2019,189.0945,5.247521316934862,-0.2004782204761545,0,189.0945,0
829-49-1914,Giza,3/5/2019,822.255,6.71326599472725,1.3943564922124265,0,822.255,0
756-01-7507,Giza,1/22/2019,106.995,4.682084929756217,-0.8157133236647435,0,106.995,0
870-72-4431,Giza,1/21/2019,624.897,6.43918582082123,1.0961377218987625,0,624.897,0
847-38-7188,Cairo,1/26/2019,304.542,5.7220872487039385,0.31588334843272925,0,304.542,0
480-63-2856,Giza,1/23/2019,161.7,5.091908014224992,-0.36979658859167547,0,161.7,0
787-56-0757,Giza,2/23/2019,337.512,5.824559542240961,0.4273805097717697,0,337.512,0
360-39-5055,Giza,3/9/2019,256.7775,5.552096809737349,0.1309216310227022,0,256.7775,0
730-50-9884,Giza,3/5/2019,610.491,6.415900237112131,1.070801346630173,0,610.491,0
362-58-8315,Giza,3/25/2019,401.73,5.99826636222691,0.6163859146978091,0,401.73,0
633-44-8566,Alex,3/27/2019,362.943,5.89699726196812,0.5061979134296,0,362.943,0
504-35-8843,Alex,1/2/2019,44.5935,3.81976516250035,-1.7539787112822653,0,44.5935,0
318-68-5053,Cairo,2/27/2019,485.037,6.1862847526898666,0.820963328675383,0,485.037,0
565-80-5980,Giza,1/23/2019,198.996,5.298297366348034,-0.14523025853282087,0,198.996,0
225-32-0908,Giza,1/26/2019,471.03,6.1570425428877815,0.7891457195278414,0,471.03,0
873-51-0671,Alex,1/10/2019,161.553,5.091004102439342,-0.37078010906069314,0,161.553,0
152-08-9985,Cairo,3/12/2019,608.202,6.412149904009708,1.0667207168271038,0,608.202,0
512-91-0811,Giza,2/6/2019,94.2375,4.556373771799128,-0.9524960263549588,0,94.2375,0
594-34-4444,Alex,3/8/2019,102.018,4.634903730242915,-0.8670498326148771,0,102.018,0
766-85-7061,Cairo,3/29/2019,922.635,6.82831697195506,1.5195401582299022,0,922.635,0
871-39-9221,Giza,2/9/2019,78.435,4.3749390771719865,-1.14990990986517,0,78.435,0
865-92-6136,Alex,3/23/2019,166.1625,5.118966393198915,-0.34035514308583875,0,166.1625,0
733-01-9107,Cairo,3/5/2019,521.01,6.257686744787267,0.8986537868277268,0,521.01,0
163-56-7055,Giza,3/26/2019,51.1455,3.9540378881742475,-1.6078804125017632,0,51.1455,0
189-98-2939,Giza,3/1/2019,742.2975,6.611096368346068,1.2831886543182123,0,742.2975,0
551-21-3069,Giza,2/1/2019,218.0115,5.38912423985335,-0.046404144472204,0,218.0115,0
212-62-1842,Alex,3/28/2019,367.038,5.90818619370746,0.518372268899666,0,367.038,0
716-39-1409,Cairo,3/19/2019,223.0725,5.411969660202495,-0.021546698321586403,0,223.0725,0
704-48-3927,Alex,1/12/2019,931.035,6.837370367628539,1.5293908982029214,0,931.035,0
628-34-3388,Giza,1/5/2019,172.494,5.156143016656373,-0.2999043261810779,0,172.494,0
630-74-5166,Alex,3/22/2019,391.419,5.972330146498611,0.5881654628101239,0,391.419,0
588-01-7461,Giza,3/24/2019,321.111,5.774896206638843,0.3733432597880588,0,321.111,0
861-77-0145,Giza,3/3/2019,860.685,6.758889774643821,1.4439984176019167,0,860.685,0
479-26-8945,Cairo,2/5/2019,34.629,3.573159912987563,-2.0223028049754297,0,34.629,0
210-67-5886,Giza,2/5/2019,309.3615,5.737737747111118,0.3329122065338825,0,309.3615,0
227-78-1148,Cairo,2/15/2019,535.374,6.284831678942671,0.9281894105421425,0,535.374,0
645-44-1170,Alex,1/19/2019,548.7615,6.309484547815443,0.9550134895521886,0,548.7615,0
237-01-6122,Giza,2/1/2019,763.4655,6.639176896816503,1.3137422713524831,0,763.4655,0
225-98-1496,Giza,3/2/2019,85.113,4.455660387260419,-1.0620793692988366,0,85.113,0
291-32-1427,Cairo,3/5/2019,115.185,4.755183748305576,-0.7361765973539721,0,115.185,0
659-65-8956,Cairo,1/16/2019,53.928,4.006023236715336,-1.5513166468878135,0,53.928,0
642-32-2990,Alex,2/2/2019,115.08,4.754279608575932,-0.7371603658423074,0,115.08,0
378-24-2715,Cairo,1/20/2019,112.224,4.729368157431538,-0.7642658008000272,0,112.224,0
638-60-7125,Alex,2/14/2019,836.304,6.730187206459217,1.4127679770090418,0,836.304,0
659-36-1684,Giza,1/12/2019,419.832,6.042233704159554,0.6642255174616689,0,419.832,0
219-22-9386,Cairo,3/9/2019,944.622,6.851842912032631,1.5451380583640872,0,944.622,0
336-78-2147,Giza,3/13/2019,536.844,6.287568555289157,0.9311673271382902,0,536.844,0
268-27-6179,Cairo,3/9/2019,474.348,6.164047167370081,0.7967672503735448,0,474.348,0
668-90-8900,Alex,3/10/2019,688.6215,6.536142896357675,1.2016339328344805,0,688.6215,0
870-54-3162,Alex,1/27/2019,169.3125,5.137634984857563,-0.32004238434598553,0,169.3125,0
189-08-9157,Giza,1/8/2019,299.8485,5.706606815780573,0.29903953370313013,0,299.8485,0
663-86-9076,Giza,1/8/2019,575.736,6.357384622810395,1.007132186280048,0,575.736,0
549-84-7482,Cairo,2/8/2019,853.146,6.750102139363896,1.4344368438850126,0,853.146,0
191-10-6171,Cairo,1/25/2019,291.207,5.677462455224042,0.2673283915111126,0,291.207,0
802-70-5316,Alex,3/6/2019,580.419,6.365471667329366,1.0159314672989896,0,580.419,0
695-51-0018,Cairo,2/10/2019,146.328,4.992661393659363,-0.4777839877569189,0,146.328,0
590-83-4591,Cairo,2/17/2019,550.935,6.313430285720405,0.9593067337122029,0,550.935,0
483-71-1164,Giza,3/8/2019,512.19,6.240646146970965,0.8801124014594812,0,512.19,0
597-78-7908,Giza,2/18/2019,284.193,5.653166144059404,0.24089227270902486,0,284.193,0
700-81-1757,Alex,1/18/2019,138.1275,4.935390778886192,-0.5400984998551889,0,138.1275,0
354-39-5160,Alex,2/18/2019,216.846,5.383788391137135,-0.05220992830564195,0,216.846,0
241-72-9525,Cairo,2/16/2019,545.055,6.30271970327245,0.9476528563760497,0,545.055,0
575-30-8091,Alex,3/16/2019,609.0,6.413458957167357,1.0681450599942355,0,609.0,0
731-81-9469,Giza,1/23/2019,942.9,6.850020228330899,1.5431548485446576,0,942.9,0
280-17-4359,Giza,1/25/2019,950.25,6.857776909175896,1.5515946703323646,0,950.25,0
338-65-2210,Giza,2/5/2019,720.3,6.581055139509627,1.2505016554936028,0,720.3,0
488-25-4221,Giza,2/22/2019,31.9305,3.4943992799960504,-2.107999989069849,0,31.9305,0
239-10-7476,Alex,1/21/2019,491.085,6.19865146579793,0.8344191942469407,0,491.085,0
458-41-1477,Giza,3/8/2019,291.438,5.678252678392018,0.26818821065843973,0,291.438,0
685-64-1609,Alex,2/10/2019,316.47,5.76038332567948,0.3575522105788815,0,316.47,0
568-90-5112,Giza,3/19/2019,277.788,5.630451636353166,0.21617726884757293,0,277.788,0
262-47-2794,Cairo,3/6/2019,603.624,6.404606777224062,1.058513257081742,0,603.624,0
238-49-0436,Alex,3/27/2019,272.664,5.611901076522471,0.1959929371518523,0,272.664,0
608-96-3517,Cairo,3/23/2019,384.468,5.954458180478822,0.568719489562396,0,384.468,0
584-86-7256,Giza,3/11/2019,254.016,5.541326288288074,0.11920253577964007,0,254.016,0
746-94-0204,Alex,1/29/2019,786.618,6.669013200744548,1.3462062972662192,0,786.618,0
214-17-6927,Giza,2/7/2019,103.824,4.652282753302284,-0.8481402164534574,0,103.824,0
400-89-4171,Giza,1/28/2019,680.148,6.523779609996939,1.1881817958083323,0,680.148,0
782-95-9291,Alex,2/20/2019,484.5225,6.1852256306328135,0.8198109283650463,0,484.5225,0
279-74-2924,Cairo,1/4/2019,75.7785,4.340924653044227,-1.18692002844378,0,75.7785,0
307-85-2293,Cairo,3/7/2019,263.97,5.579616612030595,0.1608651379980774,0,263.97,0
743-04-1105,Cairo,3/30/2019,918.729,6.8240790614328395,1.5149290094312693,0,918.729,0
423-57-2993,Cairo,3/27/2019,588.357,6.379032112094194,1.0306861980226352,0,588.357,0
894-41-5205,Giza,1/19/2019,362.712,5.896362345674656,0.5055070792346615,0,362.712,0
275-28-0149,Alex,2/25/2019,66.8745,4.217660411744462,-1.3210403113529237,0,66.8745,0
101-17-6199,Alex,3/13/2019,336.5565,5.821732903708936,0.4243049255179782,0,336.5565,0
423-80-0988,Giza,1/30/2019,160.44,5.084133556605299,-0.3782557527776828,0,160.44,0
548-46-9322,Cairo,2/20/2019,418.95,6.040135656571636,0.6619426921014407,0,418.95,0
505-02-0892,Cairo,2/25/2019,357.588,5.882174097142072,0.49006925325114986,0,357.588,0
234-65-2137,Giza,1/16/2019,1003.59,6.9123347770557695,1.6109575203999154,1,950.26575,1
687-47-8271,Alex,2/8/2019,1039.29,6.947254799418902,1.6489529944250805,1,950.26575,1
796-32-9050,Alex,1/19/2019,323.064,5.780941027149875,0.3799204554818445,0,323.064,0
105-31-1824,Alex,2/1/2019,510.972,6.238269936044092,0.8775269145542481,0,510.972,0
249-42-3782,Alex,1/3/2019,367.5525,5.909583170952407,0.5198922797425056,0,367.5525,0
316-55-4634,Cairo,1/26/2019,420.2625,6.043256154816824,0.6653380166744791,0,420.2625,0
733-33-4967,Giza,3/3/2019,175.14,5.171279133377313,-0.28343515202844294,0,175.14,0
608-27-6295,Cairo,1/19/2019,333.207,5.81176056148353,0.41345430617829826,0,333.207,0
414-12-7047,Cairo,1/18/2019,166.236,5.119405988479298,-0.33987683207894137,0,166.236,0
827-26-2100,Alex,3/21/2019,319.788,5.770780468808929,0.3688650435892057,0,319.788,0
175-54-2529,Alex,3/3/2019,186.228,5.232327125508191,-0.2170105840491796,0,186.228,0
139-52-2867,Giza,2/13/2019,165.4485,5.114685952265198,-0.34501256800447216,0,165.4485,0
407-63-8975,Alex,3/23/2019,465.444,6.1451379702092215,0.7761926956928261,0,465.444,0
342-65-4817,Giza,1/28/2019,273.42,5.614659779493029,0.19899460267116353,0,273.42,0
130-98-8941,Giza,2/9/2019,472.311,6.159752677715447,0.7920945394449213,0,472.311,0
434-83-9547,Giza,1/23/2019,323.148,5.781200201618938,0.38020245578255635,0,323.148,0
851-28-6367,Alex,3/23/2019,162.75,5.098340874515361,-0.362797177951885,0,162.75,0
824-88-3614,Giza,1/25/2019,288.204,5.667132321447603,0.2560884694544319,0,288.204,0
586-25-0848,Alex,3/4/2019,90.699,4.518511474077549,-0.9936929057456255,0,90.699,0
895-66-0685,Cairo,3/5/2019,56.952,4.059615081701003,-1.493004898603728,0,56.952,0
305-14-0245,Cairo,3/3/2019,793.716,6.677984818127126,1.3559680566281886,0,793.716,0
732-04-5373,Cairo,2/8/2019,195.174,5.279002020511058,-0.16622497050441018,0,195.174,0
400-60-7251,Alex,2/10/2019,77.7735,4.366576645887942,-1.1590088313187716,0,77.7735,0
593-65-1552,Giza,1/28/2019,293.202,5.684266606240763,0.2747317929331029,0,293.202,0
284-34-9626,Cairo,2/11/2019,242.676,5.495839474041672,0.0697096388045401,0,242.676,0
437-58-8131,Cairo,1/15/2019,154.392,5.045950956556924,-0.4198011439365099,0,154.392,0
286-43-6208,Giza,3/16/2019,829.71,6.7222807568127765,1.404165196087293,0,829.71,0
641-43-2399,Cairo,1/26/2019,107.31,4.684997485847646,-0.8125442549806532,0,107.31,0
831-07-6050,Alex,3/19/2019,171.7275,5.151715208144769,-0.3047220975313241,0,171.7275,0
556-86-3144,Giza,1/13/2019,78.0045,4.369504812870064,-1.1558227768725973,0,78.0045,0
848-24-9445,Giza,3/26/2019,91.77,4.5301233116651805,-0.9810583985606847,0,91.77,0
856-22-8149,Alex,3/23/2019,26.5545,3.316165861643439,-2.3019306557518626,0,26.5545,0
699-01-4164,Giza,3/12/2019,174.3,5.1664987919271885,-0.2886365043503528,0,174.3,0
420-11-4919,Giza,2/17/2019,374.7975,5.929050434482517,0.5410740504214454,0,374.7975,0
606-80-4905,Giza,1/29/2019,120.645,4.801106966864085,-0.6862088613729669,0,120.645,0
542-41-0513,Cairo,3/15/2019,241.458,5.490828499501111,0.06425734123677994,0,241.458,0
426-39-2418,Giza,1/14/2019,451.3635,6.114486060173654,0.7428412321838078,0,451.3635,0
875-46-5808,Cairo,2/6/2019,271.95,5.609288628227767,0.19315040714739565,0,271.95,0
394-43-4238,Cairo,2/15/2019,93.2925,4.546401653072433,-0.9633464025121072,0,93.2925,0
749-24-1565,Alex,1/3/2019,217.6335,5.387396811942618,-0.048283709199570125,0,217.6335,0
672-51-8681,Giza,1/4/2019,629.8425,6.447056227581513,1.104701285590621,0,629.8425,0
263-87-5680,Giza,3/18/2019,299.565,5.705664036740864,0.29801372289057654,0,299.565,0
573-58-9734,Cairo,3/28/2019,95.6655,4.571256565274062,-0.9363024859551746,0,95.6655,0
817-69-8206,Cairo,3/2/2019,942.4485,6.849541779323084,1.542634261912159,0,942.4485,0
888-02-0338,Alex,1/25/2019,247.8735,5.516944735244148,0.09267366773539318,0,247.8735,0
677-11-0152,Giza,1/16/2019,881.307,6.782540068005948,1.4697316229757191,0,881.307,0
142-63-6033,Cairo,3/20/2019,484.89,6.1859822608337485,0.820634195969154,0,484.89,0
656-16-1063,Cairo,1/4/2019,146.223,4.991948444089016,-0.47855972772064714,0,146.223,0
891-58-8335,Cairo,3/11/2019,217.6335,5.387396811942618,-0.048283709199570125,0,217.6335,0
802-43-8934,Alex,3/22/2019,19.194,3.0053855305821293,-2.640081813662893,0,19.194,0
560-30-5617,Cairo,3/24/2019,130.0425,4.875521698066852,-0.6052403282746165,0,130.0425,0
319-74-2561,Alex,2/21/2019,298.116,5.700831458019937,0.2927555326936703,0,298.116,0
549-03-9315,Cairo,2/12/2019,796.908,6.681993302583059,1.3603295735093026,0,796.908,0
790-29-1172,Cairo,3/10/2019,180.621,5.201922098248066,-0.2500934214965062,0,180.621,0
239-36-3640,Cairo,1/31/2019,285.705,5.65845381256983,0.24664563304345805,0,285.705,0
468-01-2051,Cairo,3/6/2019,456.288,6.125313389340046,0.7546221382733151,0,456.288,0
389-25-3394,Giza,2/17/2019,62.0025,4.143174408143884,-1.4020863939016022,0,62.0025,0
279-62-1445,Giza,2/21/2019,13.167,2.6509153163972137,-3.0257706793715586,1,19.188435,1
213-72-6612,Alex,3/20/2019,90.825,4.519884591705731,-0.9921988558669472,0,90.825,0
746-68-6593,Giza,1/11/2019,183.036,5.215131390645508,-0.23572076958469904,0,183.036,0
836-82-5858,Cairo,1/26/2019,655.5465,6.486993521394453,1.1481559086697586,0,655.5465,0
583-72-1480,Giza,1/31/2019,155.652,5.054026784632371,-0.4110140672078217,0,155.652,0
466-61-5506,Cairo,2/26/2019,571.41,6.349855517830181,0.9989399832587097,0,571.41,0
721-86-6247,Alex,3/11/2019,532.728,6.279886345894763,0.9228085355984327,0,532.728,0
289-65-5721,Cairo,1/26/2019,170.877,5.14677910471677,-0.31009292999052923,0,170.877,0
545-46-3100,Cairo,3/12/2019,33.3585,3.536849440749858,-2.061811187599084,0,33.3585,0
418-02-5978,Cairo,2/11/2019,794.6505,6.679160019073013,1.3572467590456567,0,794.6505,0
269-04-5750,Cairo,2/21/2019,310.044,5.739934381271689,0.3353023011140875,0,310.044,0
157-13-5295,Alex,3/9/2019,545.37,6.303296401917629,0.9482803456189088,0,545.37,0
645-78-8093,Alex,1/20/2019,195.594,5.281140688427419,-0.16389794733072702,0,195.594,0
211-30-9270,Giza,1/28/2019,91.4025,4.52615403455868,-0.9853772550502479,0,91.4025,0
755-12-3214,Giza,3/5/2019,232.155,5.451703468445783,0.0216865179498509,0,232.155,0
346-84-3103,Cairo,3/2/2019,69.405,4.254264283369275,-1.2812126892775892,0,69.405,0
478-06-7835,Alex,1/11/2019,94.1745,4.555712048774331,-0.9532160281848284,0,94.1745,0
540-11-4336,Alex,1/11/2019,235.683,5.466721693070396,0.03802741709632606,0,235.683,0
448-81-5016,Alex,3/11/2019,125.517,4.840376686490182,-0.643480606605175,0,125.517,0
142-72-4741,Giza,2/28/2019,195.72,5.281781397907937,-0.1632008097352362,0,195.72,0
217-58-1179,Alex,1/5/2019,263.13,5.57644140618771,0.15741028765825488,0,263.13,0
376-02-8238,Cairo,2/2/2019,788.508,6.671409966639925,1.348814149442693,0,788.508,0
530-90-9855,Alex,1/1/2019,399.756,5.99335276330522,0.611039568745973,0,399.756,0
866-05-7563,Cairo,2/9/2019,256.41,5.550670144446233,0.12936931746896205,0,256.41,0
604-70-6476,Alex,1/23/2019,94.185,4.555822366357752,-0.9530959947887495,0,94.185,0
799-71-1548,Alex,1/7/2019,326.424,5.791255967076268,0.39114384554639997,0,326.424,0
785-13-7708,Cairo,1/14/2019,536.991,6.287841831397324,0.9314646710277518,0,536.991,0
845-51-0542,Cairo,2/2/2019,439.8975,6.088812422127812,0.7149064835356459,0,439.8975,0
662-47-5456,Giza,3/17/2019,369.495,5.914839949368426,0.5256120294518519,0,369.495,0
883-17-4236,Giza,3/2/2019,30.219,3.441026883824771,-2.1660729613978305,0,30.219,0
290-68-2984,Alex,3/16/2019,99.75,4.612642200826793,-0.8912719638006729,0,99.75,0
704-11-6354,Alex,1/6/2019,494.76,6.206091938653852,0.8425149591978421,0,494.76,0
110-48-7033,Cairo,1/29/2019,137.004,4.927282670244379,-0.5489207001415917,0,137.004,0
366-93-0948,Alex,1/31/2019,69.6675,4.257985778387202,-1.2771634373665213,0,69.6675,0
729-09-9681,Alex,2/5/2019,163.233,5.101286151247112,-0.3595925068782401,0,163.233,0
151-16-1484,Alex,2/13/2019,135.45,4.9159582471543475,-0.5612424798613421,0,135.45,0
380-94-4661,Giza,2/7/2019,276.948,5.627434045834825,0.21289391521835965,0,276.948,0
850-41-9669,Alex,3/19/2019,709.317,6.565711349266566,1.2338065177423936,0,709.317,0
821-07-3596,Giza,3/7/2019,69.09,4.249780130512233,-1.2860917672928562,0,69.09,0
655-85-5130,Cairo,3/13/2019,160.86,5.086731764067556,-0.37542871781425724,0,160.86,0
447-15-7839,Alex,2/9/2019,233.52,5.457540872096015,0.02803802931087914,0,233.52,0
154-74-7179,Cairo,2/26/2019,57.1725,4.063412734478965,-1.4888727816199203,0,57.1725,0
253-12-6086,Alex,3/12/2019,723.24,6.585122829167185,1.25492759185524,0,723.24,0
808-65-0703,Giza,3/14/2019,148.974,5.010461945738964,-0.45841571796771785,0,148.974,0
571-94-0759,Cairo,1/8/2019,783.3,6.664791600218621,1.3416128949064074,0,783.3,0
144-51-6085,Alex,1/5/2019,297.108,5.697455836955933,0.28908261630425885,0,297.108,0
731-14-2199,Alex,1/4/2019,373.17,5.924710239594586,0.5363516089403474,0,373.17,0
783-09-1637,Cairo,3/6/2019,354.0075,5.872138916012812,0.47915026070384853,0,354.0075,0
687-15-1097,Giza,1/3/2019,44.352,3.8144542770220027,-1.7597573333330983,0,44.352,0
126-54-1082,Alex,1/7/2019,203.553,5.320827110608606,-0.12071629047334025,0,203.553,0
633-91-1052,Alex,1/27/2019,25.263,3.268161104542958,-2.3541632540740616,0,25.263,0
477-24-6490,Cairo,2/26/2019,628.173,6.444406258629572,1.1018179304359788,0,628.173,0
566-19-5475,Cairo,1/7/2019,352.5795,5.8681083539697445,0.47476472183386575,0,352.5795,0
526-86-8552,Giza,1/7/2019,229.11,5.438557455462482,0.007382718552264337,0,229.11,0
376-56-3573,Giza,2/2/2019,400.764,5.995864851552464,0.6137728998634202,0,400.764,0
537-72-0426,Giza,3/20/2019,745.395,6.615254950689689,1.287713488402665,0,745.395,0
828-61-5674,Alex,3/20/2019,462.21,6.138180514972207,0.768622488349021,0,462.21,0
136-08-6195,Alex,2/15/2019,587.664,6.37785556247421,1.0294060281515922,0,587.664,0
523-38-0215,Giza,3/6/2019,38.85,3.685122405236224,-1.9004796308150915,0,38.85,0
490-29-1201,Alex,1/6/2019,16.107,2.8394877364701547,-2.820590441677653,1,19.188435,1
667-92-0055,Alex,3/4/2019,628.929,6.445607114621937,1.1031245473731441,0,628.929,0
565-17-3836,Alex,3/12/2019,200.214,5.304369018309804,-0.13862386830762974,0,200.214,0
498-41-1961,Cairo,2/20/2019,350.07,5.860985633781738,0.4670146944404795,0,350.07,0
593-95-4461,Giza,3/24/2019,78.603,4.377051780582357,-1.1476111379251968,0,78.603,0
226-71-3580,Giza,1/31/2019,224.4375,5.418042958663758,-0.014938516587556143,0,224.4375,0
